effective_time,predispatch_seqno,run_no,region_id,period_id,rrp,eep,total_demand,intervention,source_file
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,-29.02,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,-29.02,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,-39.02,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,-39.02,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,-20.0,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,-20.0,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,-20.0,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,-47.2325,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,-20.0,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,-18.55,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,-18.55,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,-44.8343,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,-17.89154,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,-1.09995,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,40.46656,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,66.5324,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,101.02,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,84.57906,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,81.77998,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,80.20238,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,79.07406,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,87.47621,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,84.98128,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,78.76675,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,93.17062,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,92.46091,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,89.47268,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,91.86641,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,82.31156,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,78.90303,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,79.24113,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,77.77904,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,69.41,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,71.50977,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,SA1,,65.12286,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,53.84171,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,31.09895,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,0.01054,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,0.02,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,0.02,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,-15.01,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,-15.01,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,-15.01,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,-15.01,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,-42.85574,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,-42.79994,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,-58.91,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,-61.58931,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,-51.00461,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
